ds;y;Keys
07-2024;48.0;97215-80004259-DCP R?get filet 6x2/250g duopak..??
07-2024;3.0;97215-80004260-DCP Saltk?d 6x2/250g duopak..??
07-2024;135.0;97215-80004262-DCP Skinke 6x500g..???
07-2024;6.0;97215-80004263-DCP Skinke 6x2/250g duopak..???
07-2024;9.0;97215-80004264-DCP Skinke Firkantet 6x2/250g duopak..???
07-2024;93.0;97215-80004275-DCP Roastbeef 6x2/250g duopak..???
07-2024;18.0;97215-80004517-DCP Roastbeef. 4 x 1200-1800g.???
07-2024;0.0;97215-80005258-DCP ?ler?get skinke 6x2/250g duopak..?
07-2024;0.0;97215-80007710-DCP Kalkunbryst kogt. r?get 2xca. 1.5 kg??
07-2024;0.0;97217-80004275-DCP Roastbeef 6x2/250g duopak..???
07-2024;0.0;97218-70151305-DCP Rullep?lse 4 x 1200-1600g..??
07-2024;28.8;97218-70700688-DCP Kyllingebryst 4xca.0.9 kg.???
07-2024;0.0;97218-80001642-DCP Skinke rund.kgt.rg. 1/2 4x2000-2400g???
07-2024;0.0;97218-80002528-DCP Kalkunbryst  paprika 2 x ca. 1.5 kg.???
07-2024;9.0;97218-80002531-DCP Kalkunbryst Carry 2xca. 1.5 kg.???
07-2024;0.0;97218-80002820-DCP PMM Kalkunbryst paprika 6x500g..???
07-2024;3.0;97218-80004251-DCP Hamburgerryg 6x2/250g duopak..???
07-2024;0.0;97218-80004252-DCP Hamburgerryg 3% 6x2/250g duopak..???
07-2024;0.0;97218-80004254-DCP Kalkunbryst 6x2/250g duopak..???
07-2024;0.0;97218-80004255-DCP Kamsteg 6x2/250g duopak..???
07-2024;0.0;97218-80004256-DCP Kyllingebryst 6x2/250g duopak..???
07-2024;3.0;97218-80004257-DCP Rullep?lse 6x2/250g duopak..??
07-2024;12.0;97218-80004259-DCP R?get filet 6x2/250g duopak..??
07-2024;0.0;97218-80004260-DCP Saltk?d 6x2/250g duopak..??
07-2024;0.0;97218-80004262-DCP Skinke 6x500g..???
07-2024;264.0;97218-80004263-DCP Skinke 6x2/250g duopak..???
07-2024;0.0;97218-80004264-DCP Skinke Firkantet 6x2/250g duopak..???
07-2024;21.0;97218-80004275-DCP Roastbeef 6x2/250g duopak..???
07-2024;0.0;97218-80004517-DCP Roastbeef. 4 x 1200-1800g.???
07-2024;48.0;97218-80005258-DCP ?ler?get skinke 6x2/250g duopak..?
07-2024;0.0;97218-80007710-DCP Kalkunbryst kogt. r?get 2xca. 1.5 kg??
07-2024;48.0;97221-80004251-DCP Hamburgerryg 6x2/250g duopak..???
07-2024;48.0;97221-80004257-DCP Rullep?lse 6x2/250g duopak..??
07-2024;24.0;97221-80004262-DCP Skinke 6x500g..???
07-2024;12.0;97221-80004275-DCP Roastbeef 6x2/250g duopak..???
07-2024;120.0;97221-80005258-DCP ?ler?get skinke 6x2/250g duopak..?
07-2024;87.0;97226-80004251-DCP Hamburgerryg 6x2/250g duopak..???
07-2024;90.0;97226-80004254-DCP Kalkunbryst 6x2/250g duopak..???
07-2024;72.0;97226-80004257-DCP Rullep?lse 6x2/250g duopak..??
07-2024;300.0;97226-80004264-DCP Skinke Firkantet 6x2/250g duopak..???
07-2024;264.0;97226-80004275-DCP Roastbeef 6x2/250g duopak..???
07-2024;0.0;97227-80004251-DCP Hamburgerryg 6x2/250g duopak..???
07-2024;0.0;97227-80004257-DCP Rullep?lse 6x2/250g duopak..??
07-2024;0.0;97227-80005258-DCP ?ler?get skinke 6x2/250g duopak..?
07-2024;0.0;206291-80002820-DCP PMM Kalkunbryst paprika 6x500g..???
07-2024;0.0;206291-80004262-DCP Skinke 6x500g..???
07-2024;0.0;206291-80004275-DCP Roastbeef 6x2/250g duopak..???
08-2024;72.8;97205-70151305-DCP Rullep?lse 4 x 1200-1600g..??
08-2024;3.6;97205-70700688-DCP Kyllingebryst 4xca.0.9 kg.???
08-2024;0.0;97205-80001642-DCP Skinke rund.kgt.rg. 1/2 4x2000-2400g???
08-2024;78.0;97205-80002528-DCP Kalkunbryst  paprika 2 x ca. 1.5 kg.???
08-2024;0.0;97205-80002531-DCP Kalkunbryst Carry 2xca. 1.5 kg.???
08-2024;114.0;97205-80002820-DCP PMM Kalkunbryst paprika 6x500g..???
08-2024;162.0;97205-80004251-DCP Hamburgerryg 6x2/250g duopak..???
08-2024;9.0;97205-80004252-DCP Hamburgerryg 3% 6x2/250g duopak..???
08-2024;156.0;97205-80004254-DCP Kalkunbryst 6x2/250g duopak..???
08-2024;87.0;97205-80004255-DCP Kamsteg 6x2/250g duopak..???
08-2024;84.0;97205-80004256-DCP Kyllingebryst 6x2/250g duopak..???
08-2024;258.0;97205-80004257-DCP Rullep?lse 6x2/250g duopak..??
08-2024;21.0;97205-80004259-DCP R?get filet 6x2/250g duopak..??
08-2024;42.0;97205-80004260-DCP Saltk?d 6x2/250g duopak..??
08-2024;171.0;97205-80004262-DCP Skinke 6x500g..???
08-2024;12.0;97205-80004263-DCP Skinke 6x2/250g duopak..???
08-2024;60.0;97205-80004264-DCP Skinke Firkantet 6x2/250g duopak..???
08-2024;444.0;97205-80004275-DCP Roastbeef 6x2/250g duopak..???
08-2024;0.0;97205-80004517-DCP Roastbeef. 4 x 1200-1800g.???
08-2024;18.0;97205-80005258-DCP ?ler?get skinke 6x2/250g duopak..?
08-2024;9.0;97205-80007710-DCP Kalkunbryst kogt. r?get 2xca. 1.5 kg??
08-2024;179.2;97209-70151305-DCP Rullep?lse 4 x 1200-1600g..??
08-2024;75.6;97209-70700688-DCP Kyllingebryst 4xca.0.9 kg.???
08-2024;35.2;97209-80001642-DCP Skinke rund.kgt.rg. 1/2 4x2000-2400g???
08-2024;702.0;97209-80002528-DCP Kalkunbryst  paprika 2 x ca. 1.5 kg.???
08-2024;27.0;97209-80002531-DCP Kalkunbryst Carry 2xca. 1.5 kg.???
08-2024;351.0;97209-80002820-DCP PMM Kalkunbryst paprika 6x500g..???
08-2024;852.0;97209-80004251-DCP Hamburgerryg 6x2/250g duopak..???
08-2024;102.0;97209-80004252-DCP Hamburgerryg 3% 6x2/250g duopak..???
08-2024;177.0;97209-80004254-DCP Kalkunbryst 6x2/250g duopak..???
08-2024;171.0;97209-80004255-DCP Kamsteg 6x2/250g duopak..???
08-2024;315.0;97209-80004256-DCP Kyllingebryst 6x2/250g duopak..???
08-2024;822.0;97209-80004257-DCP Rullep?lse 6x2/250g duopak..??
08-2024;45.0;97209-80004259-DCP R?get filet 6x2/250g duopak..??
08-2024;216.0;97209-80004260-DCP Saltk?d 6x2/250g duopak..??
08-2024;1050.0;97209-80004262-DCP Skinke 6x500g..???
08-2024;99.0;97209-80004263-DCP Skinke 6x2/250g duopak..???
08-2024;156.0;97209-80004264-DCP Skinke Firkantet 6x2/250g duopak..???
08-2024;1533.0;97209-80004275-DCP Roastbeef 6x2/250g duopak..???
08-2024;48.0;97209-80004517-DCP Roastbeef. 4 x 1200-1800g.???
08-2024;486.0;97209-80005258-DCP ?ler?get skinke 6x2/250g duopak..?
08-2024;66.0;97209-80007710-DCP Kalkunbryst kogt. r?get 2xca. 1.5 kg??
08-2024;96.8;97213-80001642-DCP Skinke rund.kgt.rg. 1/2 4x2000-2400g???
08-2024;0.0;97213-80002820-DCP PMM Kalkunbryst paprika 6x500g..???
08-2024;6.0;97213-80004251-DCP Hamburgerryg 6x2/250g duopak..???
08-2024;0.0;97213-80004254-DCP Kalkunbryst 6x2/250g duopak..???
08-2024;3.0;97213-80004255-DCP Kamsteg 6x2/250g duopak..???
08-2024;6.0;97213-80004256-DCP Kyllingebryst 6x2/250g duopak..???
08-2024;0.0;97213-80004257-DCP Rullep?lse 6x2/250g duopak..??
08-2024;0.0;97213-80004259-DCP R?get filet 6x2/250g duopak..??
08-2024;0.0;97213-80004260-DCP Saltk?d 6x2/250g duopak..??
08-2024;75.0;97213-80004262-DCP Skinke 6x500g..???
08-2024;0.0;97213-80004264-DCP Skinke Firkantet 6x2/250g duopak..???
08-2024;0.0;97213-80004275-DCP Roastbeef 6x2/250g duopak..???
08-2024;0.0;97213-80005258-DCP ?ler?get skinke 6x2/250g duopak..?
08-2024;134.4;97215-70151305-DCP Rullep?lse 4 x 1200-1600g..??
08-2024;7.2;97215-70700688-DCP Kyllingebryst 4xca.0.9 kg.???
08-2024;0.0;97215-80001642-DCP Skinke rund.kgt.rg. 1/2 4x2000-2400g???
08-2024;15.0;97215-80002531-DCP Kalkunbryst Carry 2xca. 1.5 kg.???
08-2024;24.0;97215-80002820-DCP PMM Kalkunbryst paprika 6x500g..???
08-2024;114.0;97215-80004251-DCP Hamburgerryg 6x2/250g duopak..???
08-2024;36.0;97215-80004252-DCP Hamburgerryg 3% 6x2/250g duopak..???
08-2024;84.0;97215-80004254-DCP Kalkunbryst 6x2/250g duopak..???
08-2024;48.0;97215-80004255-DCP Kamsteg 6x2/250g duopak..???
08-2024;60.0;97215-80004256-DCP Kyllingebryst 6x2/250g duopak..???
08-2024;135.0;97215-80004257-DCP Rullep?lse 6x2/250g duopak..??
08-2024;45.0;97215-80004259-DCP R?get filet 6x2/250g duopak..??
08-2024;9.0;97215-80004260-DCP Saltk?d 6x2/250g duopak..??
08-2024;168.0;97215-80004262-DCP Skinke 6x500g..???
08-2024;0.0;97215-80004263-DCP Skinke 6x2/250g duopak..???
08-2024;84.0;97215-80004264-DCP Skinke Firkantet 6x2/250g duopak..???
08-2024;234.0;97215-80004275-DCP Roastbeef 6x2/250g duopak..???
08-2024;6.0;97215-80004517-DCP Roastbeef. 4 x 1200-1800g.???
08-2024;0.0;97215-80005258-DCP ?ler?get skinke 6x2/250g duopak..?
08-2024;6.0;97215-80007710-DCP Kalkunbryst kogt. r?get 2xca. 1.5 kg??
08-2024;0.0;97217-80004275-DCP Roastbeef 6x2/250g duopak..???
08-2024;0.0;97218-70151305-DCP Rullep?lse 4 x 1200-1600g..??
08-2024;14.4;97218-70700688-DCP Kyllingebryst 4xca.0.9 kg.???
08-2024;0.0;97218-80001642-DCP Skinke rund.kgt.rg. 1/2 4x2000-2400g???
08-2024;0.0;97218-80002528-DCP Kalkunbryst  paprika 2 x ca. 1.5 kg.???
08-2024;9.0;97218-80002531-DCP Kalkunbryst Carry 2xca. 1.5 kg.???
08-2024;0.0;97218-80002820-DCP PMM Kalkunbryst paprika 6x500g..???
08-2024;0.0;97218-80004251-DCP Hamburgerryg 6x2/250g duopak..???
08-2024;3.0;97218-80004252-DCP Hamburgerryg 3% 6x2/250g duopak..???
08-2024;6.0;97218-80004254-DCP Kalkunbryst 6x2/250g duopak..???
08-2024;0.0;97218-80004255-DCP Kamsteg 6x2/250g duopak..???
08-2024;0.0;97218-80004256-DCP Kyllingebryst 6x2/250g duopak..???
08-2024;12.0;97218-80004257-DCP Rullep?lse 6x2/250g duopak..??
08-2024;0.0;97218-80004259-DCP R?get filet 6x2/250g duopak..??
08-2024;0.0;97218-80004260-DCP Saltk?d 6x2/250g duopak..??
08-2024;6.0;97218-80004262-DCP Skinke 6x500g..???
08-2024;9.0;97218-80004263-DCP Skinke 6x2/250g duopak..???
08-2024;6.0;97218-80004264-DCP Skinke Firkantet 6x2/250g duopak..???
08-2024;39.0;97218-80004275-DCP Roastbeef 6x2/250g duopak..???
08-2024;18.0;97218-80004517-DCP Roastbeef. 4 x 1200-1800g.???
08-2024;45.0;97218-80005258-DCP ?ler?get skinke 6x2/250g duopak..?
08-2024;0.0;97218-80007710-DCP Kalkunbryst kogt. r?get 2xca. 1.5 kg??
08-2024;72.0;97221-80004251-DCP Hamburgerryg 6x2/250g duopak..???
08-2024;48.0;97221-80004257-DCP Rullep?lse 6x2/250g duopak..??
08-2024;0.0;97221-80004262-DCP Skinke 6x500g..???
08-2024;24.0;97221-80004275-DCP Roastbeef 6x2/250g duopak..???
08-2024;120.0;97221-80005258-DCP ?ler?get skinke 6x2/250g duopak..?
08-2024;0.0;97226-80004251-DCP Hamburgerryg 6x2/250g duopak..???
08-2024;0.0;97226-80004254-DCP Kalkunbryst 6x2/250g duopak..???
08-2024;54.0;97226-80004257-DCP Rullep?lse 6x2/250g duopak..??
08-2024;150.0;97226-80004264-DCP Skinke Firkantet 6x2/250g duopak..???
08-2024;264.0;97226-80004275-DCP Roastbeef 6x2/250g duopak..???
08-2024;0.0;97227-80004251-DCP Hamburgerryg 6x2/250g duopak..???
08-2024;0.0;97227-80004257-DCP Rullep?lse 6x2/250g duopak..??
08-2024;0.0;97227-80005258-DCP ?ler?get skinke 6x2/250g duopak..?
08-2024;0.0;206291-80002820-DCP PMM Kalkunbryst paprika 6x500g..???
08-2024;0.0;206291-80004262-DCP Skinke 6x500g..???
08-2024;0.0;206291-80004275-DCP Roastbeef 6x2/250g duopak..???
09-2024;50.4;97205-70151305-DCP Rullep?lse 4 x 1200-1600g..??
09-2024;28.8;97205-70700688-DCP Kyllingebryst 4xca.0.9 kg.???
09-2024;0.0;97205-80001642-DCP Skinke rund.kgt.rg. 1/2 4x2000-2400g???
09-2024;99.0;97205-80002528-DCP Kalkunbryst  paprika 2 x ca. 1.5 kg.???
09-2024;48.0;97205-80002531-DCP Kalkunbryst Carry 2xca. 1.5 kg.???
09-2024;156.0;97205-80002820-DCP PMM Kalkunbryst paprika 6x500g..???
09-2024;270.0;97205-80004251-DCP Hamburgerryg 6x2/250g duopak..???
09-2024;21.0;97205-80004252-DCP Hamburgerryg 3% 6x2/250g duopak..???
09-2024;96.0;97205-80004254-DCP Kalkunbryst 6x2/250g duopak..???
09-2024;51.0;97205-80004255-DCP Kamsteg 6x2/250g duopak..???
09-2024;126.0;97205-80004256-DCP Kyllingebryst 6x2/250g duopak..???
09-2024;312.0;97205-80004257-DCP Rullep?lse 6x2/250g duopak..??
09-2024;6.0;97205-80004259-DCP R?get filet 6x2/250g duopak..??
09-2024;93.0;97205-80004260-DCP Saltk?d 6x2/250g duopak..??
09-2024;168.0;97205-80004262-DCP Skinke 6x500g..???
09-2024;60.0;97205-80004263-DCP Skinke 6x2/250g duopak..???
09-2024;129.0;97205-80004264-DCP Skinke Firkantet 6x2/250g duopak..???
09-2024;417.0;97205-80004275-DCP Roastbeef 6x2/250g duopak..???
09-2024;0.0;97205-80004517-DCP Roastbeef. 4 x 1200-1800g.???
09-2024;72.0;97205-80005258-DCP ?ler?get skinke 6x2/250g duopak..?
09-2024;3.0;97205-80007710-DCP Kalkunbryst kogt. r?get 2xca. 1.5 kg??
09-2024;319.2;97209-70151305-DCP Rullep?lse 4 x 1200-1600g..??
09-2024;46.8;97209-70700688-DCP Kyllingebryst 4xca.0.9 kg.???
09-2024;35.2;97209-80001642-DCP Skinke rund.kgt.rg. 1/2 4x2000-2400g???
09-2024;939.0;97209-80002528-DCP Kalkunbryst  paprika 2 x ca. 1.5 kg.???
09-2024;51.0;97209-80002531-DCP Kalkunbryst Carry 2xca. 1.5 kg.???
09-2024;411.0;97209-80002820-DCP PMM Kalkunbryst paprika 6x500g..???
09-2024;1035.0;97209-80004251-DCP Hamburgerryg 6x2/250g duopak..???
09-2024;45.0;97209-80004252-DCP Hamburgerryg 3% 6x2/250g duopak..???
09-2024;375.0;97209-80004254-DCP Kalkunbryst 6x2/250g duopak..???
09-2024;198.0;97209-80004255-DCP Kamsteg 6x2/250g duopak..???
09-2024;315.0;97209-80004256-DCP Kyllingebryst 6x2/250g duopak..???
09-2024;1074.0;97209-80004257-DCP Rullep?lse 6x2/250g duopak..??
09-2024;72.0;97209-80004259-DCP R?get filet 6x2/250g duopak..??
09-2024;222.0;97209-80004260-DCP Saltk?d 6x2/250g duopak..??
09-2024;897.0;97209-80004262-DCP Skinke 6x500g..???
09-2024;123.0;97209-80004263-DCP Skinke 6x2/250g duopak..???
09-2024;108.0;97209-80004264-DCP Skinke Firkantet 6x2/250g duopak..???
09-2024;1497.0;97209-80004275-DCP Roastbeef 6x2/250g duopak..???
09-2024;12.0;97209-80004517-DCP Roastbeef. 4 x 1200-1800g.???
09-2024;603.0;97209-80005258-DCP ?ler?get skinke 6x2/250g duopak..?
09-2024;51.0;97209-80007710-DCP Kalkunbryst kogt. r?get 2xca. 1.5 kg??
09-2024;52.8;97213-80001642-DCP Skinke rund.kgt.rg. 1/2 4x2000-2400g???
09-2024;0.0;97213-80002820-DCP PMM Kalkunbryst paprika 6x500g..???
09-2024;6.0;97213-80004251-DCP Hamburgerryg 6x2/250g duopak..???
09-2024;0.0;97213-80004254-DCP Kalkunbryst 6x2/250g duopak..???
09-2024;3.0;97213-80004255-DCP Kamsteg 6x2/250g duopak..???
09-2024;6.0;97213-80004256-DCP Kyllingebryst 6x2/250g duopak..???
09-2024;0.0;97213-80004257-DCP Rullep?lse 6x2/250g duopak..??
09-2024;0.0;97213-80004259-DCP R?get filet 6x2/250g duopak..??
09-2024;0.0;97213-80004260-DCP Saltk?d 6x2/250g duopak..??
09-2024;75.0;97213-80004262-DCP Skinke 6x500g..???
09-2024;0.0;97213-80004264-DCP Skinke Firkantet 6x2/250g duopak..???
09-2024;0.0;97213-80004275-DCP Roastbeef 6x2/250g duopak..???
09-2024;0.0;97213-80005258-DCP ?ler?get skinke 6x2/250g duopak..?
09-2024;235.2;97215-70151305-DCP Rullep?lse 4 x 1200-1600g..??
09-2024;100.8;97215-70700688-DCP Kyllingebryst 4xca.0.9 kg.???
09-2024;0.0;97215-80001642-DCP Skinke rund.kgt.rg. 1/2 4x2000-2400g???
09-2024;9.0;97215-80002531-DCP Kalkunbryst Carry 2xca. 1.5 kg.???
09-2024;9.0;97215-80002820-DCP PMM Kalkunbryst paprika 6x500g..???
09-2024;108.0;97215-80004251-DCP Hamburgerryg 6x2/250g duopak..???
09-2024;18.0;97215-80004252-DCP Hamburgerryg 3% 6x2/250g duopak..???
09-2024;117.0;97215-80004254-DCP Kalkunbryst 6x2/250g duopak..???
09-2024;72.0;97215-80004255-DCP Kamsteg 6x2/250g duopak..???
09-2024;144.0;97215-80004256-DCP Kyllingebryst 6x2/250g duopak..???
09-2024;129.0;97215-80004257-DCP Rullep?lse 6x2/250g duopak..??
09-2024;45.0;97215-80004259-DCP R?get filet 6x2/250g duopak..??
09-2024;12.0;97215-80004260-DCP Saltk?d 6x2/250g duopak..??
09-2024;117.0;97215-80004262-DCP Skinke 6x500g..???
09-2024;9.0;97215-80004263-DCP Skinke 6x2/250g duopak..???
09-2024;54.0;97215-80004264-DCP Skinke Firkantet 6x2/250g duopak..???
09-2024;237.0;97215-80004275-DCP Roastbeef 6x2/250g duopak..???
09-2024;48.0;97215-80004517-DCP Roastbeef. 4 x 1200-1800g.???
09-2024;0.0;97215-80005258-DCP ?ler?get skinke 6x2/250g duopak..?
09-2024;12.0;97215-80007710-DCP Kalkunbryst kogt. r?get 2xca. 1.5 kg??
09-2024;0.0;97217-80004275-DCP Roastbeef 6x2/250g duopak..???
09-2024;0.0;97218-70151305-DCP Rullep?lse 4 x 1200-1600g..??
09-2024;21.6;97218-70700688-DCP Kyllingebryst 4xca.0.9 kg.???
09-2024;0.0;97218-80001642-DCP Skinke rund.kgt.rg. 1/2 4x2000-2400g???
09-2024;0.0;97218-80002528-DCP Kalkunbryst  paprika 2 x ca. 1.5 kg.???
09-2024;15.0;97218-80002531-DCP Kalkunbryst Carry 2xca. 1.5 kg.???
09-2024;0.0;97218-80002820-DCP PMM Kalkunbryst paprika 6x500g..???
09-2024;3.0;97218-80004251-DCP Hamburgerryg 6x2/250g duopak..???
09-2024;9.0;97218-80004252-DCP Hamburgerryg 3% 6x2/250g duopak..???
09-2024;9.0;97218-80004254-DCP Kalkunbryst 6x2/250g duopak..???
09-2024;0.0;97218-80004255-DCP Kamsteg 6x2/250g duopak..???
09-2024;0.0;97218-80004256-DCP Kyllingebryst 6x2/250g duopak..???
09-2024;18.0;97218-80004257-DCP Rullep?lse 6x2/250g duopak..??
09-2024;45.0;97218-80004259-DCP R?get filet 6x2/250g duopak..??
09-2024;0.0;97218-80004260-DCP Saltk?d 6x2/250g duopak..??
09-2024;0.0;97218-80004262-DCP Skinke 6x500g..???
09-2024;12.0;97218-80004263-DCP Skinke 6x2/250g duopak..???
09-2024;12.0;97218-80004264-DCP Skinke Firkantet 6x2/250g duopak..???
09-2024;42.0;97218-80004275-DCP Roastbeef 6x2/250g duopak..???
09-2024;24.0;97218-80004517-DCP Roastbeef. 4 x 1200-1800g.???
09-2024;45.0;97218-80005258-DCP ?ler?get skinke 6x2/250g duopak..?
09-2024;0.0;97218-80007710-DCP Kalkunbryst kogt. r?get 2xca. 1.5 kg??
09-2024;120.0;97221-80004251-DCP Hamburgerryg 6x2/250g duopak..???
09-2024;72.0;97221-80004257-DCP Rullep?lse 6x2/250g duopak..??
09-2024;48.0;97221-80004262-DCP Skinke 6x500g..???
09-2024;36.0;97221-80004275-DCP Roastbeef 6x2/250g duopak..???
09-2024;144.0;97221-80005258-DCP ?ler?get skinke 6x2/250g duopak..?
09-2024;72.0;97226-80004251-DCP Hamburgerryg 6x2/250g duopak..???
09-2024;72.0;97226-80004254-DCP Kalkunbryst 6x2/250g duopak..???
09-2024;150.0;97226-80004257-DCP Rullep?lse 6x2/250g duopak..??
09-2024;270.0;97226-80004264-DCP Skinke Firkantet 6x2/250g duopak..???
09-2024;264.0;97226-80004275-DCP Roastbeef 6x2/250g duopak..???
09-2024;0.0;97227-80004251-DCP Hamburgerryg 6x2/250g duopak..???
09-2024;0.0;97227-80004257-DCP Rullep?lse 6x2/250g duopak..??
09-2024;0.0;97227-80005258-DCP ?ler?get skinke 6x2/250g duopak..?
09-2024;24.0;206291-80002820-DCP PMM Kalkunbryst paprika 6x500g..???
09-2024;24.0;206291-80004262-DCP Skinke 6x500g..???
09-2024;0.0;206291-80004275-DCP Roastbeef 6x2/250g duopak..???
10-2024;44.8;97205-70151305-DCP Rullep?lse 4 x 1200-1600g..??
10-2024;28.8;97205-70700688-DCP Kyllingebryst 4xca.0.9 kg.???
10-2024;17.6;97205-80001642-DCP Skinke rund.kgt.rg. 1/2 4x2000-2400g???
10-2024;51.0;97205-80002528-DCP Kalkunbryst  paprika 2 x ca. 1.5 kg.???
10-2024;12.0;97205-80002531-DCP Kalkunbryst Carry 2xca. 1.5 kg.???
10-2024;96.0;97205-80002820-DCP PMM Kalkunbryst paprika 6x500g..???
10-2024;312.0;97205-80004251-DCP Hamburgerryg 6x2/250g duopak..???
10-2024;24.0;97205-80004252-DCP Hamburgerryg 3% 6x2/250g duopak..???
10-2024;174.0;97205-80004254-DCP Kalkunbryst 6x2/250g duopak..???
10-2024;72.0;97205-80004255-DCP Kamsteg 6x2/250g duopak..???
10-2024;99.0;97205-80004256-DCP Kyllingebryst 6x2/250g duopak..???
10-2024;291.0;97205-80004257-DCP Rullep?lse 6x2/250g duopak..??
10-2024;9.0;97205-80004259-DCP R?get filet 6x2/250g duopak..??
10-2024;114.0;97205-80004260-DCP Saltk?d 6x2/250g duopak..??
10-2024;228.0;97205-80004262-DCP Skinke 6x500g..???
10-2024;30.0;97205-80004263-DCP Skinke 6x2/250g duopak..???
10-2024;108.0;97205-80004264-DCP Skinke Firkantet 6x2/250g duopak..???
10-2024;483.0;97205-80004275-DCP Roastbeef 6x2/250g duopak..???
10-2024;0.0;97205-80004517-DCP Roastbeef. 4 x 1200-1800g.???
10-2024;48.0;97205-80005258-DCP ?ler?get skinke 6x2/250g duopak..?
10-2024;6.0;97205-80007710-DCP Kalkunbryst kogt. r?get 2xca. 1.5 kg??
10-2024;145.6;97209-70151305-DCP Rullep?lse 4 x 1200-1600g..??
10-2024;144.0;97209-70700688-DCP Kyllingebryst 4xca.0.9 kg.???
10-2024;70.4;97209-80001642-DCP Skinke rund.kgt.rg. 1/2 4x2000-2400g???
10-2024;579.0;97209-80002528-DCP Kalkunbryst  paprika 2 x ca. 1.5 kg.???
10-2024;96.0;97209-80002531-DCP Kalkunbryst Carry 2xca. 1.5 kg.???
10-2024;348.0;97209-80002820-DCP PMM Kalkunbryst paprika 6x500g..???
10-2024;1008.0;97209-80004251-DCP Hamburgerryg 6x2/250g duopak..???
10-2024;39.0;97209-80004252-DCP Hamburgerryg 3% 6x2/250g duopak..???
10-2024;330.0;97209-80004254-DCP Kalkunbryst 6x2/250g duopak..???
10-2024;159.0;97209-80004255-DCP Kamsteg 6x2/250g duopak..???
10-2024;288.0;97209-80004256-DCP Kyllingebryst 6x2/250g duopak..???
10-2024;921.0;97209-80004257-DCP Rullep?lse 6x2/250g duopak..??
10-2024;78.0;97209-80004259-DCP R?get filet 6x2/250g duopak..??
10-2024;210.0;97209-80004260-DCP Saltk?d 6x2/250g duopak..??
10-2024;1236.0;97209-80004262-DCP Skinke 6x500g..???
10-2024;126.0;97209-80004263-DCP Skinke 6x2/250g duopak..???
10-2024;135.0;97209-80004264-DCP Skinke Firkantet 6x2/250g duopak..???
10-2024;1530.0;97209-80004275-DCP Roastbeef 6x2/250g duopak..???
10-2024;24.0;97209-80004517-DCP Roastbeef. 4 x 1200-1800g.???
10-2024;372.0;97209-80005258-DCP ?ler?get skinke 6x2/250g duopak..?
10-2024;153.0;97209-80007710-DCP Kalkunbryst kogt. r?get 2xca. 1.5 kg??
10-2024;149.6;97213-80001642-DCP Skinke rund.kgt.rg. 1/2 4x2000-2400g???
10-2024;0.0;97213-80002820-DCP PMM Kalkunbryst paprika 6x500g..???
10-2024;6.0;97213-80004251-DCP Hamburgerryg 6x2/250g duopak..???
10-2024;0.0;97213-80004254-DCP Kalkunbryst 6x2/250g duopak..???
10-2024;3.0;97213-80004255-DCP Kamsteg 6x2/250g duopak..???
10-2024;6.0;97213-80004256-DCP Kyllingebryst 6x2/250g duopak..???
10-2024;0.0;97213-80004257-DCP Rullep?lse 6x2/250g duopak..??
10-2024;0.0;97213-80004259-DCP R?get filet 6x2/250g duopak..??
10-2024;0.0;97213-80004260-DCP Saltk?d 6x2/250g duopak..??
10-2024;75.0;97213-80004262-DCP Skinke 6x500g..???
10-2024;0.0;97213-80004264-DCP Skinke Firkantet 6x2/250g duopak..???
10-2024;0.0;97213-80004275-DCP Roastbeef 6x2/250g duopak..???
10-2024;0.0;97213-80005258-DCP ?ler?get skinke 6x2/250g duopak..?
10-2024;151.2;97215-70151305-DCP Rullep?lse 4 x 1200-1600g..??
10-2024;54.0;97215-70700688-DCP Kyllingebryst 4xca.0.9 kg.???
10-2024;0.0;97215-80001642-DCP Skinke rund.kgt.rg. 1/2 4x2000-2400g???
10-2024;6.0;97215-80002531-DCP Kalkunbryst Carry 2xca. 1.5 kg.???
10-2024;15.0;97215-80002820-DCP PMM Kalkunbryst paprika 6x500g..???
10-2024;150.0;97215-80004251-DCP Hamburgerryg 6x2/250g duopak..???
10-2024;12.0;97215-80004252-DCP Hamburgerryg 3% 6x2/250g duopak..???
10-2024;45.0;97215-80004254-DCP Kalkunbryst 6x2/250g duopak..???
10-2024;102.0;97215-80004255-DCP Kamsteg 6x2/250g duopak..???
10-2024;87.0;97215-80004256-DCP Kyllingebryst 6x2/250g duopak..???
10-2024;159.0;97215-80004257-DCP Rullep?lse 6x2/250g duopak..??
10-2024;12.0;97215-80004259-DCP R?get filet 6x2/250g duopak..??
10-2024;6.0;97215-80004260-DCP Saltk?d 6x2/250g duopak..??
10-2024;111.0;97215-80004262-DCP Skinke 6x500g..???
10-2024;12.0;97215-80004263-DCP Skinke 6x2/250g duopak..???
10-2024;84.0;97215-80004264-DCP Skinke Firkantet 6x2/250g duopak..???
10-2024;318.0;97215-80004275-DCP Roastbeef 6x2/250g duopak..???
10-2024;114.0;97215-80004517-DCP Roastbeef. 4 x 1200-1800g.???
10-2024;0.0;97215-80005258-DCP ?ler?get skinke 6x2/250g duopak..?
10-2024;12.0;97215-80007710-DCP Kalkunbryst kogt. r?get 2xca. 1.5 kg??
10-2024;0.0;97217-80004275-DCP Roastbeef 6x2/250g duopak..???
