ds;y;Keys
14-2018;24.0;97218-80004252-DCP Hamburgerryg 3% 6x2/250g duopak..???
01-2020;147.0;97205-80002820-DCP PMM Kalkunbryst paprika 6x500g..???
14-2018;15.0;97218-80004254-DCP Kalkunbryst 6x2/250g duopak..???
02-2020;120.0;97205-80002820-DCP PMM Kalkunbryst paprika 6x500g..???
14-2018;12.0;97218-80004255-DCP Kamsteg 6x2/250g duopak..???
03-2020;117.0;97205-80002820-DCP PMM Kalkunbryst paprika 6x500g..???
14-2018;3.0;97218-80004256-DCP Kyllingebryst 6x2/250g duopak..???
04-2020;132.0;97205-80002820-DCP PMM Kalkunbryst paprika 6x500g..???
14-2018;33.0;97218-80004257-DCP Rullep?lse 6x2/250g duopak..??
05-2020;84.0;97205-80002820-DCP PMM Kalkunbryst paprika 6x500g..???
14-2018;18.0;97218-80004259-DCP R?get filet 6x2/250g duopak..??
06-2020;129.0;97205-80002820-DCP PMM Kalkunbryst paprika 6x500g..???
14-2018;3.0;97218-80004260-DCP Saltk?d 6x2/250g duopak..??
07-2020;84.0;97205-80002820-DCP PMM Kalkunbryst paprika 6x500g..???
14-2018;12.0;97218-80004262-DCP Skinke 6x500g..???
08-2020;129.0;97205-80002820-DCP PMM Kalkunbryst paprika 6x500g..???
14-2018;132.0;97218-80004263-DCP Skinke 6x2/250g duopak..???
09-2020;132.0;97205-80002820-DCP PMM Kalkunbryst paprika 6x500g..???
14-2018;24.0;97218-80004264-DCP Skinke Firkantet 6x2/250g duopak..???
10-2020;99.0;97205-80002820-DCP PMM Kalkunbryst paprika 6x500g..???
14-2018;57.0;97218-80004275-DCP Roastbeef 6x2/250g duopak..???
11-2020;159.0;97205-80002820-DCP PMM Kalkunbryst paprika 6x500g..???
14-2018;6.0;97218-80004517-DCP Roastbeef. 4 x 1200-1800g.???
12-2020;9.0;97205-80002820-DCP PMM Kalkunbryst paprika 6x500g..???
14-2018;0.0;97218-80005258-DCP ?ler?get skinke 6x2/250g duopak..?
13-2020;3.0;97205-80002820-DCP PMM Kalkunbryst paprika 6x500g..???
14-2018;0.0;97218-80007710-DCP Kalkunbryst kogt. r?get 2xca. 1.5 kg??
14-2020;24.0;97205-80002820-DCP PMM Kalkunbryst paprika 6x500g..???
14-2018;0.0;97221-80004251-DCP Hamburgerryg 6x2/250g duopak..???
15-2020;21.0;97205-80002820-DCP PMM Kalkunbryst paprika 6x500g..???
14-2018;0.0;97221-80004257-DCP Rullep?lse 6x2/250g duopak..??
16-2020;18.0;97205-80002820-DCP PMM Kalkunbryst paprika 6x500g..???
14-2018;0.0;97221-80004262-DCP Skinke 6x500g..???
21-2020;21.0;97205-80002820-DCP PMM Kalkunbryst paprika 6x500g..???
14-2018;0.0;97221-80004275-DCP Roastbeef 6x2/250g duopak..???
22-2020;99.0;97205-80002820-DCP PMM Kalkunbryst paprika 6x500g..???
14-2018;0.0;97221-80005258-DCP ?ler?get skinke 6x2/250g duopak..?
23-2020;33.0;97205-80002820-DCP PMM Kalkunbryst paprika 6x500g..???
14-2018;0.0;97226-80004251-DCP Hamburgerryg 6x2/250g duopak..???
24-2020;87.0;97205-80002820-DCP PMM Kalkunbryst paprika 6x500g..???
14-2018;120.0;97226-80004254-DCP Kalkunbryst 6x2/250g duopak..???
25-2020;126.0;97205-80002820-DCP PMM Kalkunbryst paprika 6x500g..???
14-2018;0.0;97226-80004257-DCP Rullep?lse 6x2/250g duopak..??
26-2020;57.0;97205-80002820-DCP PMM Kalkunbryst paprika 6x500g..???
14-2018;180.0;97226-80004264-DCP Skinke Firkantet 6x2/250g duopak..???
27-2020;174.0;97205-80002820-DCP PMM Kalkunbryst paprika 6x500g..???
14-2018;0.0;97226-80004275-DCP Roastbeef 6x2/250g duopak..???
28-2020;126.0;97205-80002820-DCP PMM Kalkunbryst paprika 6x500g..???
14-2018;36.0;97227-80004251-DCP Hamburgerryg 6x2/250g duopak..???
29-2020;66.0;97205-80002820-DCP PMM Kalkunbryst paprika 6x500g..???
14-2018;36.0;97227-80004257-DCP Rullep?lse 6x2/250g duopak..??
30-2020;207.0;97205-80002820-DCP PMM Kalkunbryst paprika 6x500g..???
14-2018;36.0;97227-80005258-DCP ?ler?get skinke 6x2/250g duopak..?
31-2020;78.0;97205-80002820-DCP PMM Kalkunbryst paprika 6x500g..???
14-2018;0.0;206291-80002820-DCP PMM Kalkunbryst paprika 6x500g..???
32-2020;144.0;97205-80002820-DCP PMM Kalkunbryst paprika 6x500g..???
14-2018;0.0;206291-80004262-DCP Skinke 6x500g..???
33-2020;87.0;97205-80002820-DCP PMM Kalkunbryst paprika 6x500g..???
14-2018;0.0;206291-80004275-DCP Roastbeef 6x2/250g duopak..???
34-2020;57.0;97205-80002820-DCP PMM Kalkunbryst paprika 6x500g..???
35-2020;117.0;97205-80002820-DCP PMM Kalkunbryst paprika 6x500g..???
36-2020;111.0;97205-80002820-DCP PMM Kalkunbryst paprika 6x500g..???
37-2020;162.0;97205-80002820-DCP PMM Kalkunbryst paprika 6x500g..???
38-2020;72.0;97205-80002820-DCP PMM Kalkunbryst paprika 6x500g..???
39-2020;105.0;97205-80002820-DCP PMM Kalkunbryst paprika 6x500g..???
40-2020;36.0;97205-80002820-DCP PMM Kalkunbryst paprika 6x500g..???
15-2018;219.0;97205-80004251-DCP Hamburgerryg 6x2/250g duopak..???
41-2020;147.0;97205-80002820-DCP PMM Kalkunbryst paprika 6x500g..???
15-2018;33.0;97205-80004252-DCP Hamburgerryg 3% 6x2/250g duopak..???
42-2020;117.0;97205-80002820-DCP PMM Kalkunbryst paprika 6x500g..???
15-2018;171.0;97205-80004254-DCP Kalkunbryst 6x2/250g duopak..???
43-2020;141.0;97205-80002820-DCP PMM Kalkunbryst paprika 6x500g..???
15-2018;30.0;97205-80004255-DCP Kamsteg 6x2/250g duopak..???
44-2020;69.0;97205-80002820-DCP PMM Kalkunbryst paprika 6x500g..???
15-2018;132.0;97205-80004256-DCP Kyllingebryst 6x2/250g duopak..???
45-2020;36.0;97205-80002820-DCP PMM Kalkunbryst paprika 6x500g..???
15-2018;372.0;97205-80004257-DCP Rullep?lse 6x2/250g duopak..??
46-2020;87.0;97205-80002820-DCP PMM Kalkunbryst paprika 6x500g..???
15-2018;33.0;97205-80004259-DCP R?get filet 6x2/250g duopak..??
47-2020;135.0;97205-80002820-DCP PMM Kalkunbryst paprika 6x500g..???
15-2018;138.0;97205-80004260-DCP Saltk?d 6x2/250g duopak..??
48-2020;69.0;97205-80002820-DCP PMM Kalkunbryst paprika 6x500g..???
15-2018;381.0;97205-80004262-DCP Skinke 6x500g..???
49-2020;138.0;97205-80002820-DCP PMM Kalkunbryst paprika 6x500g..???
15-2018;9.0;97205-80004263-DCP Skinke 6x2/250g duopak..???
50-2020;18.0;97205-80002820-DCP PMM Kalkunbryst paprika 6x500g..???
15-2018;153.0;97205-80004264-DCP Skinke Firkantet 6x2/250g duopak..???
51-2020;27.0;97205-80002820-DCP PMM Kalkunbryst paprika 6x500g..???
15-2018;333.0;97205-80004275-DCP Roastbeef 6x2/250g duopak..???
52-2020;12.0;97205-80002820-DCP PMM Kalkunbryst paprika 6x500g..???
15-2018;120.0;97205-80004517-DCP Roastbeef. 4 x 1200-1800g.???
15-2018;45.0;97205-80005258-DCP ?ler?get skinke 6x2/250g duopak..?
01-2021;42.0;97205-80002820-DCP PMM Kalkunbryst paprika 6x500g..???
15-2018;0.0;97205-80007710-DCP Kalkunbryst kogt. r?get 2xca. 1.5 kg??
02-2021;42.0;97205-80002820-DCP PMM Kalkunbryst paprika 6x500g..???
15-2018;308.0;97209-70151305-DCP Rullep?lse 4 x 1200-1600g..??
03-2021;30.0;97205-80002820-DCP PMM Kalkunbryst paprika 6x500g..???
15-2018;28.8;97209-70700688-DCP Kyllingebryst 4xca.0.9 kg.???
04-2021;45.0;97205-80002820-DCP PMM Kalkunbryst paprika 6x500g..???
15-2018;96.8;97209-80001642-DCP Skinke rund.kgt.rg. 1/2 4x2000-2400g???
05-2021;48.0;97205-80002820-DCP PMM Kalkunbryst paprika 6x500g..???
15-2018;556.0;97209-80002528-DCP Kalkunbryst  paprika 2 x ca. 1.5 kg.???
06-2021;54.0;97205-80002820-DCP PMM Kalkunbryst paprika 6x500g..???
15-2018;44.0;97209-80002531-DCP Kalkunbryst Carry 2xca. 1.5 kg.???
07-2021;42.0;97205-80002820-DCP PMM Kalkunbryst paprika 6x500g..???
15-2018;135.0;97209-80002820-DCP PMM Kalkunbryst paprika 6x500g..???
08-2021;75.0;97205-80002820-DCP PMM Kalkunbryst paprika 6x500g..???
15-2018;639.0;97209-80004251-DCP Hamburgerryg 6x2/250g duopak..???
09-2021;66.0;97205-80002820-DCP PMM Kalkunbryst paprika 6x500g..???
15-2018;153.0;97209-80004252-DCP Hamburgerryg 3% 6x2/250g duopak..???
10-2021;72.0;97205-80002820-DCP PMM Kalkunbryst paprika 6x500g..???
15-2018;441.0;97209-80004254-DCP Kalkunbryst 6x2/250g duopak..???
11-2021;45.0;97205-80002820-DCP PMM Kalkunbryst paprika 6x500g..???
15-2018;144.0;97209-80004255-DCP Kamsteg 6x2/250g duopak..???
12-2021;42.0;97205-80002820-DCP PMM Kalkunbryst paprika 6x500g..???
15-2018;141.0;97209-80004256-DCP Kyllingebryst 6x2/250g duopak..???
13-2021;51.0;97205-80002820-DCP PMM Kalkunbryst paprika 6x500g..???
15-2018;474.0;97209-80004257-DCP Rullep?lse 6x2/250g duopak..??
14-2021;93.0;97205-80002820-DCP PMM Kalkunbryst paprika 6x500g..???
15-2018;102.0;97209-80004259-DCP R?get filet 6x2/250g duopak..??
15-2021;102.0;97205-80002820-DCP PMM Kalkunbryst paprika 6x500g..???
15-2018;237.0;97209-80004260-DCP Saltk?d 6x2/250g duopak..??
16-2021;144.0;97205-80002820-DCP PMM Kalkunbryst paprika 6x500g..???
15-2018;510.0;97209-80004262-DCP Skinke 6x500g..???
17-2021;30.0;97205-80002820-DCP PMM Kalkunbryst paprika 6x500g..???
15-2018;87.0;97209-80004263-DCP Skinke 6x2/250g duopak..???
18-2021;75.0;97205-80002820-DCP PMM Kalkunbryst paprika 6x500g..???
15-2018;135.0;97209-80004264-DCP Skinke Firkantet 6x2/250g duopak..???
19-2021;99.0;97205-80002820-DCP PMM Kalkunbryst paprika 6x500g..???
15-2018;786.0;97209-80004275-DCP Roastbeef 6x2/250g duopak..???
20-2021;75.0;97205-80002820-DCP PMM Kalkunbryst paprika 6x500g..???
15-2018;18.0;97209-80004517-DCP Roastbeef. 4 x 1200-1800g.???
21-2021;63.0;97205-80002820-DCP PMM Kalkunbryst paprika 6x500g..???
15-2018;15.0;97209-80005258-DCP ?ler?get skinke 6x2/250g duopak..?
22-2021;138.0;97205-80002820-DCP PMM Kalkunbryst paprika 6x500g..???
15-2018;0.0;97209-80007710-DCP Kalkunbryst kogt. r?get 2xca. 1.5 kg??
23-2021;78.0;97205-80002820-DCP PMM Kalkunbryst paprika 6x500g..???
15-2018;158.4;97213-80001642-DCP Skinke rund.kgt.rg. 1/2 4x2000-2400g???
24-2021;183.0;97205-80002820-DCP PMM Kalkunbryst paprika 6x500g..???
15-2018;0.0;97213-80002820-DCP PMM Kalkunbryst paprika 6x500g..???
25-2021;126.0;97205-80002820-DCP PMM Kalkunbryst paprika 6x500g..???
15-2018;6.0;97213-80004251-DCP Hamburgerryg 6x2/250g duopak..???
26-2021;87.0;97205-80002820-DCP PMM Kalkunbryst paprika 6x500g..???
15-2018;0.0;97213-80004254-DCP Kalkunbryst 6x2/250g duopak..???
27-2021;105.0;97205-80002820-DCP PMM Kalkunbryst paprika 6x500g..???
15-2018;6.0;97213-80004255-DCP Kamsteg 6x2/250g duopak..???
28-2021;168.0;97205-80002820-DCP PMM Kalkunbryst paprika 6x500g..???
15-2018;12.0;97213-80004256-DCP Kyllingebryst 6x2/250g duopak..???
29-2021;150.0;97205-80002820-DCP PMM Kalkunbryst paprika 6x500g..???
15-2018;0.0;97213-80004257-DCP Rullep?lse 6x2/250g duopak..??
30-2021;222.0;97205-80002820-DCP PMM Kalkunbryst paprika 6x500g..???
15-2018;0.0;97213-80004259-DCP R?get filet 6x2/250g duopak..??
31-2021;192.0;97205-80002820-DCP PMM Kalkunbryst paprika 6x500g..???
15-2018;3.0;97213-80004260-DCP Saltk?d 6x2/250g duopak..??
32-2021;186.0;97205-80002820-DCP PMM Kalkunbryst paprika 6x500g..???
15-2018;15.0;97213-80004262-DCP Skinke 6x500g..???
33-2021;192.0;97205-80002820-DCP PMM Kalkunbryst paprika 6x500g..???
15-2018;0.0;97213-80004264-DCP Skinke Firkantet 6x2/250g duopak..???
34-2021;252.0;97205-80002820-DCP PMM Kalkunbryst paprika 6x500g..???
15-2018;0.0;97213-80004275-DCP Roastbeef 6x2/250g duopak..???
35-2021;147.0;97205-80002820-DCP PMM Kalkunbryst paprika 6x500g..???
15-2018;0.0;97213-80005258-DCP ?ler?get skinke 6x2/250g duopak..?
36-2021;183.0;97205-80002820-DCP PMM Kalkunbryst paprika 6x500g..???
15-2018;134.4;97215-70151305-DCP Rullep?lse 4 x 1200-1600g..??
37-2021;192.0;97205-80002820-DCP PMM Kalkunbryst paprika 6x500g..???
15-2018;61.2;97215-70700688-DCP Kyllingebryst 4xca.0.9 kg.???
38-2021;117.0;97205-80002820-DCP PMM Kalkunbryst paprika 6x500g..???
15-2018;0.0;97215-80001642-DCP Skinke rund.kgt.rg. 1/2 4x2000-2400g???
39-2021;222.0;97205-80002820-DCP PMM Kalkunbryst paprika 6x500g..???
15-2018;32.0;97215-80002531-DCP Kalkunbryst Carry 2xca. 1.5 kg.???
40-2021;183.0;97205-80002820-DCP PMM Kalkunbryst paprika 6x500g..???
15-2018;75.0;97215-80002820-DCP PMM Kalkunbryst paprika 6x500g..???
41-2021;228.0;97205-80002820-DCP PMM Kalkunbryst paprika 6x500g..???
15-2018;72.0;97215-80004251-DCP Hamburgerryg 6x2/250g duopak..???
42-2021;153.0;97205-80002820-DCP PMM Kalkunbryst paprika 6x500g..???
15-2018;15.0;97215-80004252-DCP Hamburgerryg 3% 6x2/250g duopak..???
43-2021;147.0;97205-80002820-DCP PMM Kalkunbryst paprika 6x500g..???
15-2018;159.0;97215-80004254-DCP Kalkunbryst 6x2/250g duopak..???
44-2021;192.0;97205-80002820-DCP PMM Kalkunbryst paprika 6x500g..???
15-2018;48.0;97215-80004255-DCP Kamsteg 6x2/250g duopak..???
45-2021;162.0;97205-80002820-DCP PMM Kalkunbryst paprika 6x500g..???
15-2018;66.0;97215-80004256-DCP Kyllingebryst 6x2/250g duopak..???
46-2021;240.0;97205-80002820-DCP PMM Kalkunbryst paprika 6x500g..???
15-2018;135.0;97215-80004257-DCP Rullep?lse 6x2/250g duopak..??
47-2021;261.0;97205-80002820-DCP PMM Kalkunbryst paprika 6x500g..???
15-2018;45.0;97215-80004259-DCP R?get filet 6x2/250g duopak..??
48-2021;105.0;97205-80002820-DCP PMM Kalkunbryst paprika 6x500g..???
15-2018;30.0;97215-80004260-DCP Saltk?d 6x2/250g duopak..??
49-2021;123.0;97205-80002820-DCP PMM Kalkunbryst paprika 6x500g..???
15-2018;57.0;97215-80004262-DCP Skinke 6x500g..???
50-2021;105.0;97205-80002820-DCP PMM Kalkunbryst paprika 6x500g..???
15-2018;9.0;97215-80004263-DCP Skinke 6x2/250g duopak..???
51-2021;24.0;97205-80002820-DCP PMM Kalkunbryst paprika 6x500g..???
15-2018;87.0;97215-80004264-DCP Skinke Firkantet 6x2/250g duopak..???
52-2021;114.0;97205-80002820-DCP PMM Kalkunbryst paprika 6x500g..???
15-2018;162.0;97215-80004275-DCP Roastbeef 6x2/250g duopak..???
01-2022;87.0;97205-80002820-DCP PMM Kalkunbryst paprika 6x500g..???
15-2018;216.0;97215-80004517-DCP Roastbeef. 4 x 1200-1800g.???
02-2022;171.0;97205-80002820-DCP PMM Kalkunbryst paprika 6x500g..???
15-2018;0.0;97215-80005258-DCP ?ler?get skinke 6x2/250g duopak..?
03-2022;168.0;97205-80002820-DCP PMM Kalkunbryst paprika 6x500g..???
15-2018;0.0;97215-80007710-DCP Kalkunbryst kogt. r?get 2xca. 1.5 kg??
04-2022;174.0;97205-80002820-DCP PMM Kalkunbryst paprika 6x500g..???
15-2018;0.0;97217-80004275-DCP Roastbeef 6x2/250g duopak..???
05-2022;183.0;97205-80002820-DCP PMM Kalkunbryst paprika 6x500g..???
15-2018;0.0;97218-70151305-DCP Rullep?lse 4 x 1200-1600g..??
06-2022;141.0;97205-80002820-DCP PMM Kalkunbryst paprika 6x500g..???
15-2018;0.0;97218-70700688-DCP Kyllingebryst 4xca.0.9 kg.???
07-2022;222.0;97205-80002820-DCP PMM Kalkunbryst paprika 6x500g..???
15-2018;0.0;97218-80001642-DCP Skinke rund.kgt.rg. 1/2 4x2000-2400g???
08-2022;183.0;97205-80002820-DCP PMM Kalkunbryst paprika 6x500g..???
15-2018;0.0;97218-80002528-DCP Kalkunbryst  paprika 2 x ca. 1.5 kg.???
09-2022;165.0;97205-80002820-DCP PMM Kalkunbryst paprika 6x500g..???
15-2018;12.0;97218-80002531-DCP Kalkunbryst Carry 2xca. 1.5 kg.???
10-2022;324.0;97205-80002820-DCP PMM Kalkunbryst paprika 6x500g..???
15-2018;0.0;97218-80002820-DCP PMM Kalkunbryst paprika 6x500g..???
11-2022;255.0;97205-80002820-DCP PMM Kalkunbryst paprika 6x500g..???
15-2018;3.0;97218-80004251-DCP Hamburgerryg 6x2/250g duopak..???
12-2022;222.0;97205-80002820-DCP PMM Kalkunbryst paprika 6x500g..???
15-2018;48.0;97218-80004252-DCP Hamburgerryg 3% 6x2/250g duopak..???
13-2022;249.0;97205-80002820-DCP PMM Kalkunbryst paprika 6x500g..???
15-2018;6.0;97218-80004254-DCP Kalkunbryst 6x2/250g duopak..???
14-2022;303.0;97205-80002820-DCP PMM Kalkunbryst paprika 6x500g..???
15-2018;24.0;97218-80004255-DCP Kamsteg 6x2/250g duopak..???
15-2022;138.0;97205-80002820-DCP PMM Kalkunbryst paprika 6x500g..???
15-2018;0.0;97218-80004256-DCP Kyllingebryst 6x2/250g duopak..???
16-2022;228.0;97205-80002820-DCP PMM Kalkunbryst paprika 6x500g..???
15-2018;54.0;97218-80004257-DCP Rullep?lse 6x2/250g duopak..??
17-2022;303.0;97205-80002820-DCP PMM Kalkunbryst paprika 6x500g..???
15-2018;0.0;97218-80004259-DCP R?get filet 6x2/250g duopak..??
18-2022;384.0;97205-80002820-DCP PMM Kalkunbryst paprika 6x500g..???
15-2018;3.0;97218-80004260-DCP Saltk?d 6x2/250g duopak..??
19-2022;162.0;97205-80002820-DCP PMM Kalkunbryst paprika 6x500g..???
15-2018;6.0;97218-80004262-DCP Skinke 6x500g..???
20-2022;213.0;97205-80002820-DCP PMM Kalkunbryst paprika 6x500g..???
15-2018;156.0;97218-80004263-DCP Skinke 6x2/250g duopak..???
21-2022;276.0;97205-80002820-DCP PMM Kalkunbryst paprika 6x500g..???
15-2018;3.0;97218-80004264-DCP Skinke Firkantet 6x2/250g duopak..???
22-2022;276.0;97205-80002820-DCP PMM Kalkunbryst paprika 6x500g..???
15-2018;30.0;97218-80004275-DCP Roastbeef 6x2/250g duopak..???
23-2022;249.0;97205-80002820-DCP PMM Kalkunbryst paprika 6x500g..???
15-2018;6.0;97218-80004517-DCP Roastbeef. 4 x 1200-1800g.???
24-2022;228.0;97205-80002820-DCP PMM Kalkunbryst paprika 6x500g..???
15-2018;0.0;97218-80005258-DCP ?ler?get skinke 6x2/250g duopak..?
25-2022;258.0;97205-80002820-DCP PMM Kalkunbryst paprika 6x500g..???
15-2018;0.0;97218-80007710-DCP Kalkunbryst kogt. r?get 2xca. 1.5 kg??
26-2022;177.0;97205-80002820-DCP PMM Kalkunbryst paprika 6x500g..???
15-2018;0.0;97221-80004251-DCP Hamburgerryg 6x2/250g duopak..???
27-2022;228.0;97205-80002820-DCP PMM Kalkunbryst paprika 6x500g..???
15-2018;0.0;97221-80004257-DCP Rullep?lse 6x2/250g duopak..??
28-2022;201.0;97205-80002820-DCP PMM Kalkunbryst paprika 6x500g..???
15-2018;0.0;97221-80004262-DCP Skinke 6x500g..???
29-2022;393.0;97205-80002820-DCP PMM Kalkunbryst paprika 6x500g..???
15-2018;0.0;97221-80004275-DCP Roastbeef 6x2/250g duopak..???
30-2022;225.0;97205-80002820-DCP PMM Kalkunbryst paprika 6x500g..???
15-2018;0.0;97221-80005258-DCP ?ler?get skinke 6x2/250g duopak..?
31-2022;225.0;97205-80002820-DCP PMM Kalkunbryst paprika 6x500g..???
15-2018;0.0;97226-80004251-DCP Hamburgerryg 6x2/250g duopak..???
15-2018;0.0;97226-80004254-DCP Kalkunbryst 6x2/250g duopak..???
15-2018;60.0;97226-80004257-DCP Rullep?lse 6x2/250g duopak..??
15-2018;150.0;97226-80004264-DCP Skinke Firkantet 6x2/250g duopak..???
15-2018;0.0;97226-80004275-DCP Roastbeef 6x2/250g duopak..???
15-2018;36.0;97227-80004251-DCP Hamburgerryg 6x2/250g duopak..???
15-2018;36.0;97227-80004257-DCP Rullep?lse 6x2/250g duopak..??
15-2018;33.0;97227-80005258-DCP ?ler?get skinke 6x2/250g duopak..?
15-2018;0.0;206291-80002820-DCP PMM Kalkunbryst paprika 6x500g..???
15-2018;0.0;206291-80004262-DCP Skinke 6x500g..???
15-2018;0.0;206291-80004275-DCP Roastbeef 6x2/250g duopak..???
16-2018;273.0;97205-80004251-DCP Hamburgerryg 6x2/250g duopak..???
16-2018;75.0;97205-80004252-DCP Hamburgerryg 3% 6x2/250g duopak..???
16-2018;129.0;97205-80004254-DCP Kalkunbryst 6x2/250g duopak..???
16-2018;96.0;97205-80004255-DCP Kamsteg 6x2/250g duopak..???
16-2018;117.0;97205-80004256-DCP Kyllingebryst 6x2/250g duopak..???
16-2018;444.0;97205-80004257-DCP Rullep?lse 6x2/250g duopak..??
16-2018;36.0;97205-80004259-DCP R?get filet 6x2/250g duopak..??
16-2018;96.0;97205-80004260-DCP Saltk?d 6x2/250g duopak..??
16-2018;435.0;97205-80004262-DCP Skinke 6x500g..???
16-2018;18.0;97205-80004263-DCP Skinke 6x2/250g duopak..???
16-2018;168.0;97205-80004264-DCP Skinke Firkantet 6x2/250g duopak..???
16-2018;444.0;97205-80004275-DCP Roastbeef 6x2/250g duopak..???
16-2018;66.0;97205-80004517-DCP Roastbeef. 4 x 1200-1800g.???
16-2018;39.0;97205-80005258-DCP ?ler?get skinke 6x2/250g duopak..?
16-2018;0.0;97205-80007710-DCP Kalkunbryst kogt. r?get 2xca. 1.5 kg??
16-2018;246.4;97209-70151305-DCP Rullep?lse 4 x 1200-1600g..??
16-2018;36.0;97209-70700688-DCP Kyllingebryst 4xca.0.9 kg.???
16-2018;158.4;97209-80001642-DCP Skinke rund.kgt.rg. 1/2 4x2000-2400g???
16-2018;420.0;97209-80002528-DCP Kalkunbryst  paprika 2 x ca. 1.5 kg.???
16-2018;56.0;97209-80002531-DCP Kalkunbryst Carry 2xca. 1.5 kg.???
16-2018;222.0;97209-80002820-DCP PMM Kalkunbryst paprika 6x500g..???
16-2018;477.0;97209-80004251-DCP Hamburgerryg 6x2/250g duopak..???
16-2018;222.0;97209-80004252-DCP Hamburgerryg 3% 6x2/250g duopak..???
16-2018;414.0;97209-80004254-DCP Kalkunbryst 6x2/250g duopak..???
16-2018;153.0;97209-80004255-DCP Kamsteg 6x2/250g duopak..???
16-2018;216.0;97209-80004256-DCP Kyllingebryst 6x2/250g duopak..???
16-2018;549.0;97209-80004257-DCP Rullep?lse 6x2/250g duopak..??
16-2018;48.0;97209-80004259-DCP R?get filet 6x2/250g duopak..??
16-2018;168.0;97209-80004260-DCP Saltk?d 6x2/250g duopak..??
16-2018;570.0;97209-80004262-DCP Skinke 6x500g..???
16-2018;84.0;97209-80004263-DCP Skinke 6x2/250g duopak..???
16-2018;87.0;97209-80004264-DCP Skinke Firkantet 6x2/250g duopak..???
16-2018;897.0;97209-80004275-DCP Roastbeef 6x2/250g duopak..???
16-2018;84.0;97209-80004517-DCP Roastbeef. 4 x 1200-1800g.???
16-2018;66.0;97209-80005258-DCP ?ler?get skinke 6x2/250g duopak..?
16-2018;0.0;97209-80007710-DCP Kalkunbryst kogt. r?get 2xca. 1.5 kg??
16-2018;0.0;97213-80001642-DCP Skinke rund.kgt.rg. 1/2 4x2000-2400g???
16-2018;0.0;97213-80002820-DCP PMM Kalkunbryst paprika 6x500g..???
16-2018;0.0;97213-80004251-DCP Hamburgerryg 6x2/250g duopak..???
16-2018;0.0;97213-80004254-DCP Kalkunbryst 6x2/250g duopak..???
16-2018;0.0;97213-80004255-DCP Kamsteg 6x2/250g duopak..???
16-2018;9.0;97213-80004256-DCP Kyllingebryst 6x2/250g duopak..???
16-2018;0.0;97213-80004257-DCP Rullep?lse 6x2/250g duopak..??
16-2018;0.0;97213-80004259-DCP R?get filet 6x2/250g duopak..??
16-2018;0.0;97213-80004260-DCP Saltk?d 6x2/250g duopak..??
16-2018;18.0;97213-80004262-DCP Skinke 6x500g..???
16-2018;0.0;97213-80004264-DCP Skinke Firkantet 6x2/250g duopak..???
16-2018;0.0;97213-80004275-DCP Roastbeef 6x2/250g duopak..???
16-2018;0.0;97213-80005258-DCP ?ler?get skinke 6x2/250g duopak..?
16-2018;201.6;97215-70151305-DCP Rullep?lse 4 x 1200-1600g..??
16-2018;93.6;97215-70700688-DCP Kyllingebryst 4xca.0.9 kg.???
16-2018;0.0;97215-80001642-DCP Skinke rund.kgt.rg. 1/2 4x2000-2400g???
16-2018;56.0;97215-80002531-DCP Kalkunbryst Carry 2xca. 1.5 kg.???
16-2018;72.0;97215-80002820-DCP PMM Kalkunbryst paprika 6x500g..???
16-2018;54.0;97215-80004251-DCP Hamburgerryg 6x2/250g duopak..???
16-2018;18.0;97215-80004252-DCP Hamburgerryg 3% 6x2/250g duopak..???
16-2018;117.0;97215-80004254-DCP Kalkunbryst 6x2/250g duopak..???
16-2018;36.0;97215-80004255-DCP Kamsteg 6x2/250g duopak..???
16-2018;48.0;97215-80004256-DCP Kyllingebryst 6x2/250g duopak..???
16-2018;90.0;97215-80004257-DCP Rullep?lse 6x2/250g duopak..??
16-2018;60.0;97215-80004259-DCP R?get filet 6x2/250g duopak..??
16-2018;45.0;97215-80004260-DCP Saltk?d 6x2/250g duopak..??
16-2018;63.0;97215-80004262-DCP Skinke 6x500g..???
16-2018;0.0;97215-80004263-DCP Skinke 6x2/250g duopak..???
16-2018;51.0;97215-80004264-DCP Skinke Firkantet 6x2/250g duopak..???
16-2018;138.0;97215-80004275-DCP Roastbeef 6x2/250g duopak..???
16-2018;162.0;97215-80004517-DCP Roastbeef. 4 x 1200-1800g.???
16-2018;0.0;97215-80005258-DCP ?ler?get skinke 6x2/250g duopak..?
16-2018;0.0;97215-80007710-DCP Kalkunbryst kogt. r?get 2xca. 1.5 kg??
16-2018;0.0;97217-80004275-DCP Roastbeef 6x2/250g duopak..???
16-2018;16.8;97218-70151305-DCP Rullep?lse 4 x 1200-1600g..??
16-2018;28.8;97218-70700688-DCP Kyllingebryst 4xca.0.9 kg.???
16-2018;8.8;97218-80001642-DCP Skinke rund.kgt.rg. 1/2 4x2000-2400g???
16-2018;0.0;97218-80002528-DCP Kalkunbryst  paprika 2 x ca. 1.5 kg.???
16-2018;0.0;97218-80002531-DCP Kalkunbryst Carry 2xca. 1.5 kg.???
16-2018;0.0;97218-80002820-DCP PMM Kalkunbryst paprika 6x500g..???
16-2018;18.0;97218-80004251-DCP Hamburgerryg 6x2/250g duopak..???
16-2018;72.0;97218-80004252-DCP Hamburgerryg 3% 6x2/250g duopak..???
16-2018;9.0;97218-80004254-DCP Kalkunbryst 6x2/250g duopak..???
